County,Year,Deaths,Crude Rate,Age Adjusted Rate,Days_PM25_fraction,Unhealthy_fraction,VeryUnhealthy_fraction,Hazardous_fraction,Max_AQI,Median_AQI
"Summers County, WV",2003.0,11.0,,,1.0,0.0,0.0,0.0,98,46
"Summers County, WV",2004.0,15.0,,,1.0,0.0,0.0,0.0,92,44
"Wayne County, WV",1999.0,48.0,112.1,97.0,0.0,0.0,0.0,0.0,61,31
"Wayne County, WV",2003.0,31.0,72.2,61.1,0.0,0.0,0.0,0.0,66,31
"Wayne County, WV",2004.0,50.0,116.4,93.8,0.0,0.0,0.0,0.0,76,33
"Wayne County, WV",2005.0,45.0,105.0,87.1,0.0,0.0,0.0,0.0,93,33
"Wood County, WV",1999.0,75.0,85.1,70.1,0.2862745098039215,0.0470588235294117,0.0039215686274509,0.0,209,58
"Wood County, WV",2000.0,68.0,77.3,63.5,0.3358778625954198,0.015267175572519,0.0,0.0,197,56
"Wood County, WV",2001.0,63.0,71.9,59.1,0.3653846153846153,0.0076923076923076,0.0,0.0,166,57
"Wood County, WV",2002.0,68.0,77.6,62.9,0.3448275862068966,0.0613026819923371,0.003831417624521,0.0,213,54
"Wood County, WV",2003.0,58.0,66.5,53.4,0.3706563706563706,0.0038610038610038,0.0038610038610038,0.0,209,52
"Wood County, WV",2004.0,73.0,84.0,67.1,0.4291187739463601,0.0,0.0,0.0,121,51
"Wood County, WV",2005.0,44.0,50.7,40.7,0.3846153846153846,0.0115384615384615,0.0,0.0,169,54
"Wood County, WV",2006.0,66.0,76.3,60.1,0.3899613899613899,0.0038610038610038,0.0,0.0,154,52
"Wood County, WV",2007.0,71.0,82.1,64.6,0.3538461538461538,0.0076923076923076,0.0,0.0,161,58
"Ashland County, WI",2001.0,12.0,,,0.0,0.0,0.0,0.0,40,11
"Ashland County, WI",2002.0,11.0,,,0.4137931034482758,0.0,0.0,0.0,66,17
"Ashland County, WI",2004.0,10.0,,,0.2670454545454545,0.0,0.0,0.0,71,30
"Ashland County, WI",2005.0,12.0,,,0.0584958217270195,0.0,0.0,0.0,100,33
"Ashland County, WI",2006.0,14.0,,,0.0635359116022099,0.0,0.0,0.0,87,34
"Ashland County, WI",2007.0,17.0,,,0.0578512396694214,0.0,0.0,0.0,105,32
"Brown County, WI",1999.0,85.0,37.8,43.8,0.4139344262295082,0.0122950819672131,0.0,0.0,172,43
"Brown County, WI",2000.0,80.0,35.3,40.6,0.388663967611336,0.0040485829959514,0.0,0.0,154,41
"Brown County, WI",2001.0,94.0,41.0,47.3,0.4125,0.0208333333333333,0.0,0.0,185,44
"Brown County, WI",2002.0,90.0,38.8,44.0,0.3729508196721312,0.0081967213114754,0.0,0.0,156,43
"Brown County, WI",2003.0,80.0,34.2,38.2,0.3713080168776371,0.0084388185654008,0.0042194092827004,0.0,204,44
"Brown County, WI",2004.0,104.0,43.9,48.4,0.3959183673469387,0.0,0.0,0.0,126,40
"Brown County, WI",2005.0,98.0,41.1,45.6,0.3934426229508196,0.0040983606557377,0.0,0.0,182,44
"Brown County, WI",2006.0,93.0,38.7,41.8,0.3983739837398374,0.0040650406504065,0.0,0.0,152,42
"Brown County, WI",2007.0,94.0,38.7,41.1,0.7191011235955056,0.0,0.0,0.0,147,51
"Columbia County, WI",1999.0,24.0,46.2,41.3,0.0,0.0273224043715847,0.0,0.0,172,44
"Columbia County, WI",2000.0,26.0,49.6,44.1,0.0,0.0054347826086956,0.0,0.0,151,42
"Columbia County, WI",2001.0,39.0,73.4,65.0,0.0,0.0054644808743169,0.0,0.0,151,44
"Columbia County, WI",2002.0,29.0,54.2,47.7,0.0,0.0109890109890109,0.0,0.0,154,44
"Columbia County, WI",2003.0,27.0,49.8,42.1,0.0,0.0,0.0,0.0,143,47
"Columbia County, WI",2004.0,33.0,59.9,52.5,0.0,0.0,0.0,0.0,115,38
"Columbia County, WI",2005.0,28.0,50.5,43.2,0.0,0.0,0.0,0.0,150,44
"Columbia County, WI",2006.0,26.0,46.6,40.2,0.0,0.0,0.0,0.0,105,41
"Columbia County, WI",2007.0,38.0,67.6,58.3,0.0,0.0051546391752577,0.0,0.0,151,44
"Dane County, WI",1999.0,135.0,31.9,41.2,0.3602693602693603,0.0101010101010101,0.0,0.0,174,44
"Dane County, WI",2000.0,155.0,36.3,46.9,0.273224043715847,0.0,0.0,0.0,122,35
"Dane County, WI",2001.0,137.0,31.5,40.4,0.3258785942492013,0.0031948881789137,0.0,0.0,164,43
"Dane County, WI",2002.0,164.0,37.1,47.0,0.4223107569721115,0.0,0.0,0.0,147,48
"Dane County, WI",2003.0,160.0,35.8,43.8,0.3551020408163265,0.0040816326530612,0.0,0.0,154,49
"Dane County, WI",2004.0,144.0,31.8,40.1,0.3900414937759336,0.0,0.0,0.0,124,42
"Dane County, WI",2005.0,144.0,31.4,37.9,0.3735408560311284,0.0,0.0,0.0,143,49
"Dane County, WI",2006.0,153.0,32.9,38.8,0.3704918032786885,0.0,0.0,0.0,146,43
"Dane County, WI",2007.0,170.0,36.0,43.1,0.6758241758241759,0.0027472527472527,0.0,0.0,155,54
"Dodge County, WI",1999.0,35.0,41.0,39.4,0.3004484304932735,0.0224215246636771,0.0,0.0,172,48
"Dodge County, WI",2000.0,40.0,46.6,44.0,0.2034883720930232,0.002906976744186,0.0,0.0,154,41
"Dodge County, WI",2001.0,47.0,54.4,50.2,0.1983240223463687,0.0055865921787709,0.0,0.0,159,41
"Dodge County, WI",2002.0,39.0,44.9,41.6,0.3203342618384401,0.0055710306406685,0.0,0.0,166,43
"Dodge County, WI",2003.0,53.0,60.6,54.9,0.4821917808219178,0.0,0.0,0.0,150,49
"Dodge County, WI",2004.0,41.0,46.6,41.2,0.6109589041095891,0.0,0.0,0.0,129,46
"Dodge County, WI",2005.0,51.0,57.8,51.3,0.5150684931506849,0.0054794520547945,0.0,0.0,161,52
"Dodge County, WI",2006.0,48.0,53.9,48.6,0.2684931506849315,0.0,0.0,0.0,138,42
"Dodge County, WI",2007.0,67.0,75.3,65.3,0.2547945205479452,0.0,0.0,0.0,136,39
"Door County, WI",1999.0,12.0,,,0.2851063829787234,0.0553191489361702,0.0042553191489361,0.0,208,41
"Door County, WI",2000.0,20.0,71.5,50.5,0.3478260869565217,0.0130434782608695,0.0,0.0,177,39
"Door County, WI",2001.0,15.0,,,0.3181818181818182,0.0289256198347107,0.0082644628099173,0.0,207,42
"Door County, WI",2002.0,16.0,,,0.2916666666666667,0.0291666666666666,0.0,0.0,192,41
"Door County, WI",2003.0,21.0,74.2,47.3,0.0935960591133004,0.0147783251231527,0.0049261083743842,0.0,214,44
"Door County, WI",2004.0,15.0,,,0.0,0.0114285714285714,0.0,0.0,156,39
"Door County, WI",2005.0,21.0,74.6,47.4,0.0,0.0376344086021505,0.010752688172043,0.0,203,42
"Door County, WI",2006.0,12.0,,,0.0,0.010752688172043,0.0,0.0,195,38
"Door County, WI",2007.0,17.0,,,0.0,0.0303030303030303,0.0,0.0,174,42
"Douglas County, WI",1999.0,28.0,65.2,58.7,0.9098360655737704,0.0,0.0,0.0,90,39
"Douglas County, WI",2000.0,36.0,83.2,73.9,0.9672131147540984,0.0,0.0,0.0,90,37
"Douglas County, WI",2001.0,38.0,87.3,77.2,0.9754098360655736,0.0,0.0,0.0,82,41
"Douglas County, WI",2002.0,35.0,80.3,70.9,0.9754098360655736,0.0,0.0,0.0,89,38
"Douglas County, WI",2003.0,37.0,84.5,76.3,0.2571428571428571,0.0,0.0,0.0,72,20
"Douglas County, WI",2004.0,23.0,52.5,45.7,0.0,0.0,0.0,0.0,44,16
"Douglas County, WI",2005.0,22.0,50.1,44.0,0.0,0.0,0.0,0.0,49,19
"Eau Claire County, WI",2002.0,52.0,55.0,55.8,0.0,0.0,0.0,0.0,33,13
"Eau Claire County, WI",2003.0,29.0,30.6,31.0,0.0,0.0,0.0,0.0,37,14
"Eau Claire County, WI",2004.0,43.0,45.4,48.7,0.0,0.0,0.0,0.0,30,11
"Eau Claire County, WI",2005.0,46.0,48.4,48.8,0.0,0.0,0.0,0.0,47,12
"Fond du Lac County, WI",1999.0,44.0,45.4,43.2,0.0,0.0271739130434782,0.0,0.0,179,44
"Fond du Lac County, WI",2000.0,40.0,41.1,37.4,0.0,0.0,0.0,0.0,150,40
"Fond du Lac County, WI",2001.0,43.0,43.9,38.0,0.0,0.0108695652173913,0.0,0.0,161,42
"Fond du Lac County, WI",2002.0,61.0,62.2,55.0,0.0,0.0108695652173913,0.0,0.0,169,43
"Fond du Lac County, WI",2003.0,53.0,53.8,47.8,0.0,0.0,0.0,0.0,136,44
"Fond du Lac County, WI",2004.0,59.0,59.6,51.9,0.0,0.0,0.0,0.0,112,37
"Fond du Lac County, WI",2005.0,55.0,55.4,49.0,0.0,0.0053763440860215,0.0,0.0,156,44
"Fond du Lac County, WI",2006.0,51.0,51.0,44.3,0.0,0.0,0.0,0.0,101,41
"Fond du Lac County, WI",2007.0,48.0,47.8,40.9,0.0,0.0,0.0,0.0,133,42
"Forest County, WI",2002.0,14.0,,,0.0,0.0,0.0,0.0,27,10
"Forest County, WI",2006.0,11.0,,,0.0614525139664804,0.0,0.0,0.0,97,35
"Grant County, WI",1999.0,21.0,42.2,37.1,1.0,0.0,0.0,0.0,115,58
"Grant County, WI",2000.0,26.0,52.4,45.5,1.0,0.0,0.0,0.0,113,48
"Grant County, WI",2001.0,16.0,,,1.0,0.0,0.0,0.0,119,52
"Grant County, WI",2002.0,20.0,40.3,34.1,1.0,0.0,0.0,0.0,85,52
"Grant County, WI",2003.0,34.0,68.1,58.2,1.0,0.0,0.0,0.0,112,52
"Grant County, WI",2004.0,36.0,71.8,62.3,1.0,0.0,0.0,0.0,124,52
"Grant County, WI",2005.0,30.0,59.7,50.4,1.0,0.0,0.0,0.0,114,52
"Grant County, WI",2006.0,25.0,49.9,41.6,1.0,0.0,0.0,0.0,115,53
"Grant County, WI",2007.0,26.0,51.4,43.4,1.0,0.0,0.0,0.0,127,54
"Green County, WI",2000.0,15.0,,,0.0,0.0138888888888888,0.0,0.0,156,38
"Green County, WI",2001.0,12.0,,,0.0,0.0,0.0,0.0,147,44
"Green County, WI",2002.0,14.0,,,0.0,0.0054347826086956,0.0,0.0,159,44
"Green County, WI",2003.0,20.0,58.3,49.9,0.0,0.0,0.0,0.0,122,46
"Green County, WI",2004.0,20.0,57.5,49.8,0.0,0.0,0.0,0.0,115,37
"Jefferson County, WI",1999.0,41.0,55.7,54.6,0.3291139240506329,0.0295358649789029,0.0,0.0,195,53
"Jefferson County, WI",2000.0,38.0,51.3,50.8,0.4685990338164251,0.0096618357487922,0.0,0.0,164,51
"Jefferson County, WI",2001.0,33.0,43.0,43.5,0.3415637860082304,0.0164609053497942,0.0,0.0,174,47
"Jefferson County, WI",2002.0,43.0,55.6,55.1,0.3442622950819672,0.0122950819672131,0.0,0.0,161,48
"Jefferson County, WI",2003.0,40.0,51.2,51.5,0.1029411764705882,0.0,0.0,0.0,147,46
"Jefferson County, WI",2004.0,35.0,44.1,43.4,0.0,0.0,0.0,0.0,136,39
"Jefferson County, WI",2005.0,35.0,43.5,42.4,0.0,0.0054054054054054,0.0,0.0,159,45
"Jefferson County, WI",2006.0,30.0,36.9,35.8,0.0,0.0,0.0,0.0,112,41
"Jefferson County, WI",2007.0,37.0,45.0,44.0,0.0,0.0054347826086956,0.0,0.0,154,44
"Kenosha County, WI",1999.0,88.0,59.3,64.8,0.3195020746887966,0.0456431535269709,0.0,0.0,195,50
"Kenosha County, WI",2000.0,76.0,50.8,55.6,0.3278688524590163,0.0163934426229508,0.0,0.0,159,47
"Kenosha County, WI",2001.0,79.0,52.0,56.8,0.3346938775510204,0.0571428571428571,0.0040816326530612,0.0,209,52
"Kenosha County, WI",2002.0,78.0,50.7,55.0,0.3428571428571428,0.0489795918367346,0.0204081632653061,0.0,223,48
"Kenosha County, WI",2003.0,92.0,59.0,64.9,0.3292682926829268,0.016260162601626,0.0,0.0,179,47
"Kenosha County, WI",2004.0,96.0,60.8,66.6,0.3729508196721312,0.0081967213114754,0.0,0.0,179,44
"Kenosha County, WI",2005.0,90.0,56.2,60.4,0.3580246913580246,0.0452674897119341,0.0,0.0,195,52
"Kenosha County, WI",2006.0,78.0,48.3,52.2,0.3805668016194332,0.0040485829959514,0.0,0.0,164,47
"Kenosha County, WI",2007.0,107.0,65.6,70.4,0.3183673469387755,0.0122448979591836,0.0,0.0,174,51
"Kewaunee County, WI",2001.0,10.0,,,0.0,0.0279329608938547,0.0,0.0,187,42
"Kewaunee County, WI",2004.0,10.0,,,0.0,0.0,0.0,0.0,143,38
"Kewaunee County, WI",2005.0,11.0,,,0.0,0.0260416666666666,0.0,0.0,192,40
"La Crosse County, WI",2005.0,45.0,40.9,40.3,1.0,0.0,0.0,0.0,95,68
"La Crosse County, WI",2006.0,56.0,50.6,49.3,1.0,0.0,0.0,0.0,117,53
"La Crosse County, WI",2007.0,67.0,59.9,57.6,1.0,0.0,0.0,0.0,147,53
"Manitowoc County, WI",1999.0,48.0,58.0,48.9,0.2995780590717299,0.0464135021097046,0.0,0.0,190,44
"Manitowoc County, WI",2000.0,42.0,50.7,42.9,0.3181818181818182,0.0082644628099173,0.0,0.0,197,43
"Manitowoc County, WI",2001.0,32.0,38.7,32.2,0.3127572016460905,0.037037037037037,0.0041152263374485,0.0,202,44
"Manitowoc County, WI",2002.0,48.0,58.3,49.0,0.3414634146341463,0.016260162601626,0.0,0.0,172,43
"Manitowoc County, WI",2003.0,34.0,41.5,32.6,0.3374485596707819,0.0205761316872428,0.0041152263374485,0.0,208,45
"Manitowoc County, WI",2004.0,32.0,39.1,31.9,0.325,0.0,0.0,0.0,143,40
"Manitowoc County, WI",2005.0,47.0,57.4,45.8,0.3430962343096234,0.0292887029288702,0.00836820083682,0.0,205,44
"Manitowoc County, WI",2006.0,51.0,62.3,48.3,0.3112033195020747,0.0082987551867219,0.0,0.0,197,42
"Manitowoc County, WI",2007.0,44.0,53.7,40.8,0.2868525896414343,0.0119521912350597,0.0,0.0,166,45
"Marathon County, WI",1999.0,50.0,39.9,39.6,0.0,0.0145631067961165,0.0,0.0,166,40
"Marathon County, WI",2000.0,42.0,33.4,32.4,0.0,0.0,0.0,0.0,150,39
"Marathon County, WI",2001.0,59.0,46.7,45.5,0.0,0.0,0.0,0.0,126,39
"Marathon County, WI",2002.0,64.0,50.4,48.3,0.0,0.0,0.0,0.0,122,42
"Marathon County, WI",2003.0,56.0,44.0,40.9,0.0,0.0,0.0,0.0,126,44
"Marathon County, WI",2004.0,57.0,44.6,41.3,0.0,0.0,0.0,0.0,100,40
"Marathon County, WI",2005.0,58.0,45.0,41.8,0.0,0.0053763440860215,0.0,0.0,156,43
"Marathon County, WI",2006.0,47.0,36.0,33.1,0.0,0.0,0.0,0.0,105,41
"Marathon County, WI",2007.0,56.0,42.5,39.4,0.0,0.0049261083743842,0.0,0.0,156,41
"Milwaukee County, WI",1999.0,541.0,57.5,58.3,0.7068493150684931,0.0273972602739726,0.0,0.0,197,61
"Milwaukee County, WI",2000.0,528.0,56.2,57.5,0.7431693989071039,0.0054644808743169,0.0,0.0,156,59
"Milwaukee County, WI",2001.0,512.0,54.5,55.7,0.7342465753424657,0.0301369863013698,0.0027397260273972,0.0,208,59
"Milwaukee County, WI",2002.0,534.0,56.8,58.2,0.4630136986301369,0.021917808219178,0.0027397260273972,0.0,201,49
"Milwaukee County, WI",2003.0,515.0,54.8,56.0,0.3123287671232876,0.021917808219178,0.0,0.0,187,42
"Milwaukee County, WI",2004.0,506.0,54.0,54.9,0.3005464480874317,0.0027322404371584,0.0,0.0,187,40
"Milwaukee County, WI",2005.0,515.0,55.2,56.1,0.2904109589041095,0.0301369863013698,0.0027397260273972,0.0,203,45
"Milwaukee County, WI",2006.0,476.0,51.2,52.5,0.3571428571428571,0.0,0.0,0.0,150,44
"Milwaukee County, WI",2007.0,494.0,53.0,54.8,0.3260273972602739,0.0082191780821917,0.0,0.0,166,44
"Oneida County, WI",1999.0,21.0,57.5,41.8,0.0,0.0111111111111111,0.0,0.0,161,39
"Oneida County, WI",2000.0,26.0,70.7,51.1,0.0,0.0,0.0,0.0,115,36
"Oneida County, WI",2001.0,28.0,75.9,52.6,0.0,0.0,0.0,0.0,122,40
"Oneida County, WI",2002.0,27.0,73.2,51.9,0.0,0.0,0.0,0.0,105,37
"Oneida County, WI",2003.0,20.0,53.7,36.3,0.0,0.0,0.0,0.0,112,42
"Oneida County, WI",2004.0,32.0,86.4,57.9,0.0,0.0,0.0,0.0,108,38
"Oneida County, WI",2005.0,24.0,65.0,41.8,0.0,0.0,0.0,0.0,133,41
"Oneida County, WI",2006.0,37.0,100.7,65.0,0.0,0.0,0.0,0.0,87,38
"Oneida County, WI",2007.0,38.0,104.0,66.0,0.0,0.0,0.0,0.0,136,37
"Outagamie County, WI",1999.0,68.0,42.7,48.9,0.3583333333333333,0.025,0.0,0.0,182,44
"Outagamie County, WI",2000.0,68.0,42.2,48.3,0.371900826446281,0.0,0.0,0.0,136,38
"Outagamie County, WI",2001.0,62.0,37.9,43.3,0.3278688524590163,0.0122950819672131,0.0,0.0,161,43
"Outagamie County, WI",2002.0,65.0,39.3,44.5,0.3755102040816326,0.0,0.0,0.0,143,42
"Outagamie County, WI",2003.0,58.0,34.8,38.1,0.3662551440329218,0.0,0.0,0.0,150,44
"Outagamie County, WI",2004.0,72.0,42.8,47.5,0.3279352226720647,0.0,0.0,0.0,112,41
"Outagamie County, WI",2005.0,76.0,44.8,47.9,0.3469387755102041,0.0,0.0,0.0,143,44
"Outagamie County, WI",2006.0,71.0,41.4,44.7,0.3591836734693877,0.0,0.0,0.0,121,44
"Outagamie County, WI",2007.0,61.0,35.2,38.0,0.3214285714285714,0.0,0.0,0.0,143,45
"Ozaukee County, WI",1999.0,37.0,45.3,43.9,0.2651162790697674,0.0651162790697674,0.0,0.0,192,47
"Ozaukee County, WI",2000.0,34.0,41.3,40.8,0.325,0.0166666666666666,0.0,0.0,164,44
"Ozaukee County, WI",2001.0,45.0,54.2,52.3,0.3292181069958848,0.037037037037037,0.0082304526748971,0.0,214,47
"Ozaukee County, WI",2002.0,31.0,37.1,35.2,0.3319672131147541,0.0327868852459016,0.0040983606557377,0.0,201,45
"Ozaukee County, WI",2003.0,40.0,47.4,42.6,0.2146118721461187,0.0182648401826484,0.0045662100456621,0.0,207,46
"Ozaukee County, WI",2004.0,41.0,48.2,43.4,0.3483606557377049,0.0,0.0,0.0,140,39
"Ozaukee County, WI",2005.0,46.0,54.0,47.1,0.345679012345679,0.0288065843621399,0.0082304526748971,0.0,205,45
"Ozaukee County, WI",2006.0,43.0,50.4,43.0,0.3522267206477733,0.0080971659919028,0.0,0.0,169,44
"Ozaukee County, WI",2007.0,31.0,36.2,31.2,0.3346774193548387,0.0120967741935483,0.0,0.0,164,47
"Polk County, WI",1999.0,19.0,,,0.0,0.0,0.0,0.0,9,3
"Racine County, WI",1999.0,100.0,53.1,54.3,0.0,0.0164835164835164,0.0,0.0,185,24
"Racine County, WI",2000.0,87.0,46.1,47.0,0.0,0.0027624309392265,0.0,0.0,154,22
"Racine County, WI",2001.0,112.0,59.2,60.0,0.0,0.010958904109589,0.0027397260273972,0.0,203,20
"Racine County, WI",2002.0,88.0,46.4,46.4,0.0,0.0191780821917808,0.010958904109589,0.0,209,21
"Racine County, WI",2003.0,113.0,59.2,59.4,0.0,0.0,0.0,0.0,147,38
"Racine County, WI",2004.0,108.0,56.3,55.5,0.0,0.0054945054945054,0.0,0.0,164,35
"Racine County, WI",2005.0,105.0,54.3,52.5,0.0,0.0378378378378378,0.0,0.0,182,42
"Racine County, WI",2006.0,107.0,55.2,53.5,0.0,0.0,0.0,0.0,133,38
"Racine County, WI",2007.0,91.0,46.8,44.8,0.0,0.0,0.0,0.0,150,42
"Rock County, WI",1999.0,79.0,52.1,52.1,0.3580246913580246,0.037037037037037,0.0,0.0,179,53
"Rock County, WI",2000.0,92.0,60.4,60.3,0.3539094650205761,0.0123456790123456,0.0,0.0,172,51
"Rock County, WI",2001.0,88.0,57.5,57.0,0.3580246913580246,0.0082304526748971,0.0,0.0,161,50
"Rock County, WI",2002.0,103.0,67.0,65.0,0.3373983739837398,0.016260162601626,0.0,0.0,174,48
"Rock County, WI",2003.0,89.0,57.7,55.8,0.1029411764705882,0.0,0.0,0.0,140,47
"Rock County, WI",2004.0,83.0,53.3,51.4,0.0,0.0,0.0,0.0,136,40
"Rock County, WI",2005.0,123.0,78.5,74.6,0.0,0.0,0.0,0.0,150,44
"Rock County, WI",2006.0,122.0,77.0,73.5,0.0,0.0,0.0,0.0,112,42
"Rock County, WI",2007.0,90.0,56.3,53.4,0.0,0.0,0.0,0.0,140,43
"St. Croix County, WI",1999.0,20.0,32.4,40.4,0.196078431372549,0.0,0.0,0.0,133,41
"St. Croix County, WI",2000.0,31.0,49.1,62.8,0.1674641148325359,0.0,0.0,0.0,122,40
"St. Croix County, WI",2001.0,26.0,39.6,50.5,0.1813725490196078,0.0049019607843137,0.0,0.0,159,41
"St. Croix County, WI",2002.0,29.0,42.5,50.1,0.215311004784689,0.0,0.0,0.0,140,42
"St. Croix County, WI",2003.0,34.0,47.8,59.6,0.0543478260869565,0.0,0.0,0.0,136,44
"St. Croix County, WI",2004.0,24.0,32.4,40.3,0.1333333333333333,0.0,0.0,0.0,93,37
"St. Croix County, WI",2005.0,21.0,27.3,30.9,0.277027027027027,0.0067567567567567,0.0,0.0,155,39
"St. Croix County, WI",2006.0,28.0,35.1,42.7,0.2138888888888888,0.0,0.0,0.0,119,39
"St. Croix County, WI",2007.0,22.0,26.9,31.1,0.1988950276243093,0.0,0.0,0.0,129,37
"Sauk County, WI",1999.0,20.0,36.6,32.7,0.0,0.0069686411149825,0.0,0.0,185,41
"Sauk County, WI",2000.0,22.0,39.8,34.7,0.0,0.0,0.0,0.0,147,42
"Sauk County, WI",2001.0,28.0,50.3,45.8,0.0,0.0,0.0,0.0,122,43
"Sauk County, WI",2002.0,40.0,71.0,63.7,0.0,0.0,0.0,0.0,133,37
"Sauk County, WI",2003.0,24.0,42.0,36.7,0.0952380952380952,0.0,0.0,0.0,126,37
"Sauk County, WI",2004.0,32.0,55.2,47.3,0.217391304347826,0.0,0.0,0.0,113,38
"Sauk County, WI",2005.0,45.0,76.5,66.2,0.210958904109589,0.0,0.0,0.0,147,42
"Sauk County, WI",2006.0,23.0,38.6,32.6,0.2206303724928366,0.0,0.0,0.0,114,39
"Sauk County, WI",2007.0,40.0,66.2,54.2,0.1972602739726027,0.0,0.0,0.0,140,39
"Sheboygan County, WI",1999.0,48.0,42.8,39.8,0.0,0.0662983425414364,0.0,0.0,200,41
"Sheboygan County, WI",2000.0,59.0,52.4,48.4,0.0,0.0217391304347826,0.0,0.0,200,42
"Sheboygan County, WI",2001.0,51.0,45.1,41.3,0.0,0.0543478260869565,0.0163043478260869,0.0,212,44
"Sheboygan County, WI",2002.0,37.0,32.7,31.0,0.0,0.0815217391304347,0.0163043478260869,0.0,219,44
"Sheboygan County, WI",2003.0,47.0,41.4,36.6,0.0,0.0163043478260869,0.0054347826086956,0.0,208,44
"Sheboygan County, WI",2004.0,63.0,55.3,50.8,0.0,0.0,0.0,0.0,140,37
"Sheboygan County, WI",2005.0,58.0,50.7,44.0,0.0,0.0445544554455445,0.0099009900990099,0.0,205,42
"Sheboygan County, WI",2006.0,60.0,52.3,44.6,0.0,0.0092165898617511,0.0046082949308755,0.0,204,41
"Sheboygan County, WI",2007.0,52.0,45.1,40.3,0.0,0.0294117647058823,0.0,0.0,166,44
"Taylor County, WI",1999.0,10.0,,,0.0,0.0082872928176795,0.0,0.0,177,37
"Taylor County, WI",2002.0,13.0,,,0.1976401179941003,0.0,0.0,0.0,126,36
"Taylor County, WI",2005.0,10.0,,,0.2842465753424658,0.0,0.0,0.0,96,37
"Vernon County, WI",1999.0,14.0,,,0.0,0.0051546391752577,0.0,0.0,174,40
"Vernon County, WI",2000.0,15.0,,,0.0,0.0,0.0,0.0,133,40
"Vernon County, WI",2001.0,14.0,,,0.0,0.0,0.0,0.0,108,41
"Vernon County, WI",2002.0,17.0,,,0.0,0.0,0.0,0.0,112,43
"Vernon County, WI",2003.0,19.0,,,0.0,0.0,0.0,0.0,119,46
"Vernon County, WI",2004.0,11.0,,,0.0,0.0,0.0,0.0,84,37
"Vernon County, WI",2005.0,16.0,,,0.0,0.0049261083743842,0.0,0.0,166,44
"Vernon County, WI",2006.0,13.0,,,0.0,0.0,0.0,0.0,108,43
"Vernon County, WI",2007.0,17.0,,,0.0,0.0,0.0,0.0,136,42
"Vilas County, WI",1999.0,23.0,110.6,63.7,0.1040268456375839,0.0033557046979865,0.0,0.0,154,37
"Vilas County, WI",2000.0,22.0,104.6,65.5,0.1857142857142857,0.0,0.0,0.0,122,35
"Vilas County, WI",2001.0,26.0,121.1,72.5,0.1775700934579439,0.0,0.0,0.0,112,36
"Vilas County, WI",2002.0,18.0,,,0.1050724637681159,0.0,0.0,0.0,97,32
"Vilas County, WI",2003.0,12.0,,,0.0769230769230769,0.0,0.0,0.0,119,40
"Vilas County, WI",2004.0,13.0,,,0.1120331950207468,0.0,0.0,0.0,115,39
"Vilas County, WI",2005.0,30.0,135.6,80.0,0.1476190476190476,0.0,0.0,0.0,129,41
"Vilas County, WI",2006.0,22.0,99.7,55.9,0.1563981042654028,0.0,0.0,0.0,97,40
"Vilas County, WI",2007.0,23.0,104.6,57.6,0.1454545454545454,0.0,0.0,0.0,150,40
"Walworth County, WI",1999.0,41.0,44.4,44.3,0.0,0.0277777777777777,0.0055555555555555,0.0,205,46
"Walworth County, WI",2000.0,48.0,51.2,51.2,0.0,0.0,0.0,0.0,143,44
"Walworth County, WI",2001.0,42.0,44.9,44.3,0.0,0.0217391304347826,0.0,0.0,190,46
"Walworth County, WI",2002.0,51.0,53.5,51.7,0.0,0.0056497175141242,0.0,0.0,182,46
"Walworth County, WI",2003.0,43.0,44.3,43.4,0.0,0.0054644808743169,0.0,0.0,151,46
"Walworth County, WI",2004.0,65.0,66.2,63.7,0.0,0.0,0.0,0.0,129,40
"Walworth County, WI",2005.0,53.0,53.1,51.0,0.0,0.010752688172043,0.0,0.0,161,46
"Walworth County, WI",2006.0,35.0,34.6,33.3,0.0,0.0,0.0,0.0,129,44
"Walworth County, WI",2007.0,50.0,49.3,47.2,0.0,0.0052910052910052,0.0,0.0,154,44
"Washington County, WI",1999.0,46.0,39.6,42.5,0.0,0.0308641975308641,0.0,0.0,177,44
"Washington County, WI",2000.0,39.0,33.2,36.5,0.0,0.0,0.0,0.0,147,40
"Washington County, WI",2001.0,58.0,48.6,52.0,0.0,0.0172413793103448,0.0,0.0,164,42
"Washington County, WI",2002.0,57.0,47.2,49.6,0.0,0.0223463687150838,0.0,0.0,179,44
"Washington County, WI",2003.0,58.0,47.5,48.7,0.0,0.0054347826086956,0.0,0.0,166,44
"Washington County, WI",2004.0,59.0,47.6,47.7,0.0,0.0,0.0,0.0,122,38
"Washington County, WI",2005.0,55.0,43.7,43.4,0.0,0.0,0.0,0.0,140,42
"Washington County, WI",2006.0,60.0,47.1,45.9,0.0,0.0,0.0,0.0,97,41
"Washington County, WI",2007.0,60.0,46.4,44.3,0.0,0.0,0.0,0.0,108,39
"Waukesha County, WI",1999.0,159.0,44.4,45.5,0.284931506849315,0.0191780821917808,0.0,0.0,192,37
"Waukesha County, WI",2000.0,160.0,44.3,45.7,0.8306010928961749,0.0027322404371584,0.0,0.0,151,57
"Waukesha County, WI",2001.0,166.0,45.4,45.6,0.7643835616438356,0.0082191780821917,0.0,0.0,161,56
"Waukesha County, WI",2002.0,171.0,46.2,44.9,0.7068493150684931,0.0054794520547945,0.0,0.0,172,53
